Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
orin,Orin,<p>オリンは、アセテート製のフレームとミラー脚が特徴的なスクエア形状のメガネです。耐久性に優れ、スクエア形状は顔の輪郭にフィットし、安定感があります。ミラー脚はスタイリッシュな印象を与え、フルリムデザインで顔を引き締めます。</p>,Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ブラック,,,,,NP-155-C1,29,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C1-2_c891cfc6-c6bb-4eec-85a5-49ef65e6bff3.jpg?v=1724835258,1,Orin,FALSE,Orin | Primeparticle,オリンは、アセテート製のフレームとミラー脚が特徴的なスクエア形状のメガネです。耐久性に優れ、スクエア形状は顔の輪郭にフィットし、安定感があります。ミラー脚はスタイリッシュな印象を与え、フルリムデザインで顔を引き締めます。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C1-2_c891cfc6-c6bb-4eec-85a5-49ef65e6bff3.jpg?v=1724835258,,,,,,active
orin,,,,,,,,,グレー,,,,,NP-155-C6,29,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C6-2_419576f7-54f3-4e85-b59a-a175b25283b2.jpg?v=1724835289,,,,,,active
orin,,,,,,,,,オリーブグリーン,,,,,NP-155-C12,29,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C12-2_833ecf32-c7bb-4159-a8cd-da9734fac8c4.jpg?v=1724835315,,,,,,active
orin,,,,,,,,,べっ甲柄,,,,,NP-155-C41,29,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C41-2_68eca28c-bf23-44ce-9717-8c7ba3c88200.jpg?v=1724835326,,,,,,active
orin,,,,,,,,,プルシャンブルー,,,,,NP-155-C50,29,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C50-2.jpg?v=1724835332,,,,,,active
orin,,,,,,,,,マホガニー,,,,,NP-155-C92,29,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-155X12-C92-2.jpg?v=1724835347,,,,,,active
halcyon,Halcyon,<p>Halcyonのメガネは、アセテート製のフレームとミラー脚が特徴です。スクエアのフレームはクラシックなデザインであり、フルリムの形状は耐久性があり、長くご使用いただけます。視力補正やファッションアイテムとして最適です。</p>,Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ブラック,,,,,NP-156-C1,30,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C1-2_15a05f89-d72a-4806-8231-29545e8e45b8.jpg?v=1724833370,1,Halcyon,FALSE,Halcyon | Primeparticle,Halcyonのメガネは、アセテート製のフレームとミラー脚が特徴です。スクエアのフレームはクラシックなデザインであり、フルリムの形状は耐久性があり、長くご使用いただけます。視力補正やファッションアイテムとして最適です。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C1-2_15a05f89-d72a-4806-8231-29545e8e45b8.jpg?v=1724833370,,,,,,active
halcyon,,,,,,,,,グレー,,,,,NP-156-C6,30,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C6-2_b0de249e-0383-4ef1-84df-9b57d5c86b16.jpg?v=1724833376,,,,,,active
halcyon,,,,,,,,,オリーブグリーン,,,,,NP-156-C12,30,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C12-2_80daa2a1-a302-4cc1-ac5a-f95dd2b6203e.jpg?v=1724833388,,,,,,active
halcyon,,,,,,,,,べっ甲柄,,,,,NP-156-C41,30,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C41-2_44041c38-9ce2-47d3-8e84-7a1acadc77aa.jpg?v=1724833402,,,,,,active
halcyon,,,,,,,,,プルシャンブルー,,,,,NP-156-C50,30,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C50-2.jpg?v=1724833420,,,,,,active
halcyon,,,,,,,,,マホガニー,,,,,NP-156-C92,30,shopify,1,deny,manual,6660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/NP-156X12-C92-2.jpg?v=1724833453,,,,,,active
anouk,Anouk,<p>アセテート素材のラウンドフレームとミラー脚が特徴のメガネ「Anouk」。高品質な素材で作られたフルリムのデザインは、シンプルでスタイリッシュ。見た目だけでなく、しっかりとした機能性も兼ね備えています。おしゃれを楽しみながら、快適な視界を手に入れましょう。</p>,Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ロイヤルブルー,,,,,19355-C1,33,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MatteBlueFrameC1-1.jpg?v=1724731064,1,Anouk,FALSE,Anouk | Primeparticle,アセテート素材のラウンドフレームとミラー脚が特徴のメガネ「Anouk」。高品質な素材で作られたフルリムのデザインは、シンプルでスタイリッシュ。見た目だけでなく、しっかりとした機能性も兼ね備えています。おしゃれを楽しみながら、快適な視界を手に入れましょう。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MatteBlueFrameC1-1.jpg?v=1724731064,,,,,,active
anouk,,,,,,,,,シーグリーン,,,,,19355-C2,33,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MatteGreenFrameC2-1.jpg?v=1724731070,,,,,,active
anouk,,,,,,,,,パンジー,,,,,19355-C3,33,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MattePurpleFrameC3-1.jpg?v=1724731078,,,,,,active
anouk,,,,,,,,,ハニー,,,,,19355-C4,33,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MatteYellowFrameC4-1.jpg?v=1724731089,,,,,,active
anouk,,,,,,,,,ブラック,,,,,19355-C5,33,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MatteBlackFrameC5-1.jpg?v=1724731102,,,,,,active
anouk,,,,,,,,,カージナルレッド,,,,,19355-C6,33,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19355-MatteRedFrameC6-1.jpg?v=1724731109,,,,,,active
eudora,Eudora,<p>Eudoraは、優れた耐久性と軽さを兼ね備えたアセテート製フレームのフォックス型メガネです。よりスタイリッシュなルックスを提供するためのミラー脚も特徴です。デザインと機能性を兼ね備えたEudoraで、快適な視界を手に入れましょう。</p>,Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ストローイエロー,,,,,19344-C1,24,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MatteYellowFrame-1.jpg?v=1724729267,1,Eudora,FALSE,Eudora | Primeparticle,Eudoraは、優れた耐久性と軽さを兼ね備えたアセテート製フレームのフォックス型メガネです。よりスタイリッシュなルックスを提供するためのミラー脚も特徴です。デザインと機能性を兼ね備えたEudoraで、快適な視界を手に入れましょう。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MatteYellowFrame-1.jpg?v=1724729267,,,,,,active
eudora,,,,,,,,,シーグリーン,,,,,19344-C2,24,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MatteGreenFrame-1.jpg?v=1724729283,,,,,,active
eudora,,,,,,,,,カッパーレッド,,,,,19344-C3,24,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MatteRedFrame-1.jpg?v=1724729315,,,,,,active
eudora,,,,,,,,,ブラック,,,,,19344-C4,24,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MatteBlackFrame-1.jpg?v=1724729332,,,,,,active
eudora,,,,,,,,,バイオレット,,,,,19344-C5,24,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MattePurpleFrame-1.jpg?v=1724729345,,,,,,active
eudora,,,,,,,,,シュリンプピンク,,,,,19344-C6,24,shopify,1,deny,manual,4660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19344-MattePinkFrame-1.jpg?v=1724729351,,,,,,active
finnian,Finnian,<p>フィニアンは、アセテート製のメガネで、ミラー脚とフォックスのフルリム形状が特徴です。軽量で耐久性があり、スタイリッシュなデザインにより、クールな印象を与えます。</p>,Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,アイスグリーン,,,,,19360-C1,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteGreenFrameC1-1.jpg?v=1724322262,1,Finnian,FALSE,Finnian | Primeparticle,フィニアンは、アセテート製のメガネで、ミラー脚とフォックスのフルリム形状が特徴です。軽量で耐久性があり、スタイリッシュなデザインにより、クールな印象を与えます。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteGreenFrameC1-1.jpg?v=1724322262,,,,,,active
finnian,,,,,,,,,マルベリー,,,,,19360-C2,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MattePurpleFrameC2-1.jpg?v=1724322269,,,,,,active
finnian,,,,,,,,,ランプブラック,,,,,19360-C3,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteTransparentFrameC3-1.jpg?v=1724322278,,,,,,active
finnian,,,,,,,,,ブラック,,,,,19360-C4,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteBlackFrameC4-1.jpg?v=1724322287,,,,,,active
finnian,,,,,,,,,マリンブルー,,,,,19360-C5,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteBlueFrameC5-1.jpg?v=1724322305,,,,,,active
finnian,,,,,,,,,ウルトラマリンブルー,,,,,19360-C6,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteBlueStripeFrameC6-1.jpg?v=1724322312,,,,,,active
finnian,,,,,,,,,ターキーレッド,,,,,19360-C7,24,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/19360-MatteRedFrameC7-1.jpg?v=1724322321,,,,,,active
meliora,Meliora,<p>メリオラはチタン製のフレームを使用し、軽量で耐久性があります。ミラー脚もチタン製で追加的な耐久性を提供し、スクエアフレームのデザインは洗練された外観を実現します。フルリムの設計は、しっかりとしたサポートと快適性を提供します。</p>,Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ホワイト,,,,,185799-C1,13,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185799-WhiteFrameC1-1.jpg?v=1724319513,1,Meliora,FALSE,Meliora | Primeparticle,メリオラはチタン製のフレームを使用し、軽量で耐久性があります。ミラー脚もチタン製で追加的な耐久性を提供し、スクエアフレームのデザインは洗練された外観を実現します。フルリムの設計は、しっかりとしたサポートと快適性を提供します。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185799-WhiteFrameC1-1.jpg?v=1724319513,,,,,,active
meliora,,,,,,,,,ピーグリーン,,,,,185799-C2,13,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185799-GreenFrameC2-1.jpg?v=1724319522,,,,,,active
meliora,,,,,,,,,カッパーレッド,,,,,185799-C3,13,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185799-RedFrameC3-1.jpg?v=1724319546,,,,,,active
meliora,,,,,,,,,コバルトブルー,,,,,185799-C4,13,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185799-BlueFrameC4-1.jpg?v=1724319555,,,,,,active
cressida,Cressida,"<p>Cressidaはチタンで作られたメガネです。ミラー脚が付いているため、強度と耐久性があります。スクエアフレームはフルリムであり、洗練された外観になります。</p>
<!---->",Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ブラック,,,,,DAILY-C1,10,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-BlackFrame-1.jpg?v=1724225370,1,Cressida,FALSE,Cressida | Primeparticle,Cressidaはチタンで作られたメガネです。ミラー脚が付いているため、強度と耐久性があります。スクエアフレームはフルリムであり、洗練された外観になります。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-BlackFrame-1.jpg?v=1724225370,,,,,,active
cressida,,,,,,,,,ローアンバー,,,,,DAILY-C2,10,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-BrownFrame-2-1.jpg?v=1724225385,,,,,,active
cressida,,,,,,,,,ゴールド,,,,,DAILY-C3,10,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-GoldFrame-1.jpg?v=1724225416,,,,,,active
cressida,,,,,,,,,グレー,,,,,DAILY-C4,10,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-GrayFrame-1.jpg?v=1724225424,,,,,,active
cressida,,,,,,,,,グリーン,,,,,DAILY-C5,10,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-GreenFrame-1.jpg?v=1724225431,,,,,,active
cressida,,,,,,,,,シルバー,,,,,DAILY-C6,10,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/DAILY-SilverFrame-1.jpg?v=1724225438,,,,,,active
peregrine,Peregrine,"<p>Peregrineはチタン製のフレームとミラー脚が特徴的なジオメトリックなメガネです。軽くて丈夫な素材であり、エレガントなデザインであり、あらゆるスタイルに合わせることができます。</p>
<!---->",Primeparticle,,眼镜框,Eyeglasses,TRUE,カラー,ビリヤードグリーン,,,,,185830-C1,16,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-GreenFrameC1-1.jpg?v=1724224197,1,Peregrine,FALSE,Peregrine | Primeparticle,Peregrineはチタン製のフレームとミラー脚が特徴的なジオメトリックなメガネです。軽くて丈夫な素材であり、エレガントなデザインであり、あらゆるスタイルに合わせることができます。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-GreenFrameC1-1.jpg?v=1724224197,,,,,,active
peregrine,,,,,,,,,ピーグリーン,,,,,185830-C2,16,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-LightGreenFrameC2-1.jpg?v=1724224305,,,,,,active
peregrine,,,,,,,,,カッパーレッド,,,,,185830-C3,16,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-RedFrameC3-1.jpg?v=1724224360,,,,,,active
peregrine,,,,,,,,,ロイヤルパープル,,,,,185830-C4,16,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-DarkPurpleFrameC4-1.jpg?v=1724224367,,,,,,active
peregrine,,,,,,,,,アメジスト,,,,,185830-C5,16,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-PurpleFrameC5-1.jpg?v=1724224376,,,,,,active
peregrine,,,,,,,,,フォゲットミーノット,,,,,185830-C6,16,shopify,1,deny,manual,5660.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/0964/1745/files/185830-BlueFrameC6-1.jpg?v=1724224389,,,,,,active
